Timestamp,Pos_x (m),Pos_y (m),Pos_z (m)
2025-07-08 11:03:28.731812,0.0,0.0,0.0
2025-07-08 11:03:28.731812,0.00579,0.01279,0.0
2025-07-08 11:03:28.831039,0.00019,5e-05,0.0
2025-07-08 11:03:28.930566,0.0196,0.00036,0.0
2025-07-08 11:03:29.031650,0.06384,0.00341,0.0
2025-07-08 11:03:29.129973,0.10923,0.00632,0.0
2025-07-08 11:03:29.231441,0.14612,0.00845,0.0
2025-07-08 11:03:29.338343,0.1923,0.01106,0.0
2025-07-08 11:03:29.431830,0.23779,0.01394,0.0
2025-07-08 11:03:29.531584,0.27956,0.0168,0.0
2025-07-08 11:03:29.632086,0.3299,0.02005,0.0
2025-07-08 11:03:29.732496,0.37581,0.02267,0.0
2025-07-08 11:03:29.830620,0.421,0.0249,0.0
2025-07-08 11:03:29.933754,0.45685,0.02668,0.0
2025-07-08 11:03:30.031411,0.48172,0.02867,0.0
2025-07-08 11:03:30.130893,0.51147,0.03004,0.0
2025-07-08 11:03:30.230561,0.52737,0.03076,0.0
2025-07-08 11:03:30.330658,0.53645,0.03212,0.0
2025-07-08 11:03:30.431322,0.54073,0.03275,0.0
2025-07-08 11:03:30.530638,0.54347,0.03289,0.0
2025-07-08 11:03:30.631516,0.5517,0.03406,0.0
2025-07-08 11:03:30.730557,0.55825,0.03393,0.0
2025-07-08 11:03:30.830522,0.56262,0.03419,0.0
2025-07-08 11:03:30.930553,0.56596,0.03493,0.0
2025-07-08 11:03:31.031508,0.56883,0.03511,0.0
2025-07-08 11:03:31.136147,0.57102,0.03552,0.0
2025-07-08 11:03:31.232048,0.57302,0.03619,0.0
2025-07-08 11:03:31.330563,0.57401,0.03652,0.0
2025-07-08 11:03:31.431405,0.57357,0.03653,0.0
2025-07-08 11:03:31.530402,0.57352,0.03634,0.0
2025-07-08 11:03:31.662608,0.57344,0.03647,0.0
2025-07-08 11:03:31.750605,0.57214,0.03208,0.0
2025-07-08 11:03:31.850899,0.5735,0.03161,0.0
2025-07-08 11:03:31.950894,0.57482,0.03131,0.0
2025-07-08 11:03:32.050722,0.57485,0.03221,0.0
2025-07-08 11:03:32.151658,0.57526,0.03357,0.0
2025-07-08 11:03:32.250193,0.57625,0.03432,0.0
2025-07-08 11:03:32.350535,0.577,0.03469,0.0
2025-07-08 11:03:32.450472,0.578,0.03558,0.0
2025-07-08 11:03:32.551658,0.57814,0.03673,0.0
2025-07-08 11:03:32.657872,0.57829,0.03729,0.0
2025-07-08 11:03:32.751386,0.57894,0.03806,0.0
2025-07-08 11:03:32.854710,0.57736,0.03915,0.0
2025-07-08 11:03:32.951243,0.57431,0.03967,0.0
2025-07-08 11:03:33.059689,0.57217,0.03917,0.0
2025-07-08 11:03:33.150500,0.57217,0.03882,0.0
2025-07-08 11:03:33.250781,0.57245,0.03864,0.0
2025-07-08 11:03:33.350643,0.57286,0.03878,0.0
2025-07-08 11:03:33.451288,0.57264,0.0389,0.0
2025-07-08 11:03:33.550851,0.57246,0.0387,0.0
2025-07-08 11:03:33.651695,0.57252,0.03839,0.0
2025-07-08 11:03:33.750341,0.57261,0.03817,0.0
2025-07-08 11:03:33.851643,0.57269,0.03793,0.0
2025-07-08 11:03:33.951263,0.57278,0.03774,0.0
2025-07-08 11:03:34.051934,0.57423,0.04842,0.0
2025-07-08 11:03:34.151318,0.57376,0.08892,0.0
2025-07-08 11:03:34.250656,0.57206,0.13394,0.0
2025-07-08 11:03:34.351250,0.56943,0.17104,0.0
2025-07-08 11:03:34.451281,0.56714,0.21349,0.0
2025-07-08 11:03:34.550574,0.56438,0.26041,0.0
2025-07-08 11:03:34.654290,0.56137,0.30248,0.0
2025-07-08 11:03:34.751139,0.55766,0.35164,0.0
2025-07-08 11:03:34.850549,0.55422,0.40039,0.0
2025-07-08 11:03:34.951766,0.55088,0.44806,0.0
2025-07-08 11:03:35.050239,0.54837,0.48933,0.0
2025-07-08 11:03:35.151715,0.54688,0.5173,0.0
2025-07-08 11:03:35.252715,0.54521,0.54916,0.0
2025-07-08 11:03:35.350990,0.54357,0.56911,0.0
2025-07-08 11:03:35.451789,0.54222,0.57756,0.0
2025-07-08 11:03:35.550905,0.54209,0.58163,0.0
2025-07-08 11:03:35.650830,0.54234,0.58842,0.0
2025-07-08 11:03:35.750963,0.54197,0.59692,0.0
2025-07-08 11:03:35.850534,0.54148,0.60389,0.0
2025-07-08 11:03:35.951217,0.54127,0.60772,0.0
2025-07-08 11:03:36.051190,0.54123,0.61057,0.0
2025-07-08 11:03:36.150050,0.54136,0.61349,0.0
2025-07-08 11:03:36.251620,0.54155,0.61575,0.0
2025-07-08 11:03:36.350587,0.54166,0.6167,0.0
2025-07-08 11:03:36.450348,0.54196,0.61707,0.0
2025-07-08 11:03:36.550532,0.5421,0.61684,0.0
2025-07-08 11:03:36.651295,0.54218,0.61618,0.0
2025-07-08 11:03:36.751032,0.54521,0.61462,0.0
2025-07-08 11:03:36.850440,0.54744,0.61417,0.0
2025-07-08 11:03:36.950892,0.54798,0.6155,0.0
2025-07-08 11:03:37.051376,0.54759,0.61738,0.0
2025-07-08 11:03:37.151575,0.54734,0.61809,0.0
2025-07-08 11:03:37.251536,0.54721,0.61815,0.0
2025-07-08 11:03:37.351278,0.54685,0.61885,0.0
2025-07-08 11:03:37.457153,0.54609,0.61988,0.0
2025-07-08 11:03:37.552693,0.54518,0.62105,0.0
2025-07-08 11:03:37.653403,0.5445,0.62132,0.0
2025-07-08 11:03:37.753094,0.54372,0.62108,0.0
2025-07-08 11:03:37.853057,0.54241,0.62044,0.0
2025-07-08 11:03:37.954229,0.54119,0.61792,0.0
2025-07-08 11:03:38.051431,0.54049,0.61607,0.0
2025-07-08 11:03:38.152052,0.54045,0.61614,0.0
2025-07-08 11:03:38.252463,0.54118,0.6164,0.0
2025-07-08 11:03:38.351435,0.54158,0.61731,0.0
2025-07-08 11:03:38.451402,0.54208,0.61766,0.0
2025-07-08 11:03:38.551662,0.54236,0.61802,0.0
2025-07-08 11:03:38.651657,0.54244,0.61824,0.0
2025-07-08 11:03:38.751198,0.54245,0.61835,0.0
2025-07-08 11:03:38.852807,0.54246,0.61844,0.0
2025-07-08 11:03:38.953438,0.54251,0.61852,0.0
2025-07-08 11:03:39.051838,0.53584,0.61867,0.0
2025-07-08 11:03:39.154005,0.49884,0.61838,0.0
2025-07-08 11:03:39.251863,0.45193,0.61633,0.0
2025-07-08 11:03:39.351506,0.41322,0.61445,0.0
2025-07-08 11:03:39.452088,0.37282,0.61228,0.0
2025-07-08 11:03:39.551606,0.32388,0.61016,0.0
2025-07-08 11:03:39.653315,0.28156,0.60809,0.0
2025-07-08 11:03:39.751806,0.23383,0.60573,0.0
2025-07-08 11:03:39.852565,0.18351,0.60403,0.0
2025-07-08 11:03:39.951396,0.13878,0.60207,0.0
2025-07-08 11:03:40.051664,0.0967,0.60021,0.0
2025-07-08 11:03:40.171849,0.05471,0.59821,0.0
2025-07-08 11:03:40.272395,0.02486,0.59701,0.0
2025-07-08 11:03:40.371460,0.0101,0.59643,0.0
2025-07-08 11:03:40.471692,0.00062,0.59624,0.0
2025-07-08 11:03:40.571823,-0.00141,0.59559,0.0
2025-07-08 11:03:40.672547,-0.00746,0.59496,0.0
2025-07-08 11:03:40.771125,-0.01682,0.59501,0.0
2025-07-08 11:03:40.871456,-0.02449,0.59459,0.0
2025-07-08 11:03:40.971195,-0.03007,0.59402,0.0
2025-07-08 11:03:41.072541,-0.03372,0.59411,0.0
2025-07-08 11:03:41.192408,-0.03709,0.59422,0.0
2025-07-08 11:03:41.290741,-0.04007,0.59438,0.0
2025-07-08 11:03:41.392257,-0.04237,0.59465,0.0
2025-07-08 11:03:41.491250,-0.04353,0.59473,0.0
2025-07-08 11:03:41.592063,-0.04419,0.59499,0.0
2025-07-08 11:03:41.691704,-0.04413,0.5955,0.0
2025-07-08 11:03:41.792120,-0.04372,0.59646,0.0
2025-07-08 11:03:41.891157,-0.04408,0.59938,0.0
2025-07-08 11:03:42.001132,-0.04605,0.60066,0.0
2025-07-08 11:03:42.092021,-0.04702,0.60046,0.0
2025-07-08 11:03:42.191380,-0.04664,0.59909,0.0
2025-07-08 11:03:42.292551,-0.04741,0.59745,0.0
2025-07-08 11:03:42.391356,-0.04873,0.597,0.0
2025-07-08 11:03:42.491528,-0.0497,0.59765,0.0
2025-07-08 11:03:42.591067,-0.04928,0.59703,0.0
2025-07-08 11:03:42.692184,-0.04936,0.59536,0.0
2025-07-08 11:03:42.791462,-0.04974,0.5936,0.0
2025-07-08 11:03:42.894769,-0.05038,0.59351,0.0
2025-07-08 11:03:42.992466,-0.04789,0.59343,0.0
2025-07-08 11:03:43.091463,-0.04508,0.59345,0.0
2025-07-08 11:03:43.191371,-0.04396,0.59298,0.0
2025-07-08 11:03:43.294574,-0.04387,0.59323,0.0
2025-07-08 11:03:43.393228,-0.04415,0.59348,0.0
2025-07-08 11:03:43.492463,-0.04442,0.59362,0.0
2025-07-08 11:03:43.591278,-0.04454,0.59362,0.0
2025-07-08 11:03:43.693234,-0.04473,0.59386,0.0
2025-07-08 11:03:43.796061,-0.0449,0.59412,0.0
2025-07-08 11:03:43.893197,-0.04503,0.59433,0.0
2025-07-08 11:03:44.003940,-0.04517,0.5945,0.0
2025-07-08 11:03:44.091778,-0.04529,0.59462,0.0
2025-07-08 11:03:44.195851,-0.04769,0.58302,0.0
2025-07-08 11:03:44.292075,-0.04999,0.54325,0.0
2025-07-08 11:03:44.393319,-0.0493,0.4984,0.0
2025-07-08 11:03:44.492586,-0.04779,0.46136,0.0
2025-07-08 11:03:44.591614,-0.04561,0.41817,0.0
2025-07-08 11:03:44.691372,-0.04308,0.37158,0.0
2025-07-08 11:03:44.791799,-0.04069,0.32905,0.0
2025-07-08 11:03:44.891514,-0.03836,0.27935,0.0
2025-07-08 11:03:44.991822,-0.03613,0.2313,0.0
2025-07-08 11:03:45.092457,-0.03326,0.18488,0.0
2025-07-08 11:03:45.195151,-0.03101,0.14382,0.0
2025-07-08 11:03:45.294415,-0.02964,0.11723,0.0
2025-07-08 11:03:45.391577,-0.02822,0.086,0.0
2025-07-08 11:03:45.495422,-0.02745,0.06526,0.0
2025-07-08 11:03:45.591466,-0.02811,0.05593,0.0
2025-07-08 11:03:45.692137,-0.02791,0.0494,0.0
2025-07-08 11:03:45.791536,-0.02858,0.04574,0.0
2025-07-08 11:03:45.892937,-0.02828,0.03713,0.0
2025-07-08 11:03:45.990971,-0.02775,0.0294,0.0
2025-07-08 11:03:46.093161,-0.02733,0.02335,0.0
2025-07-08 11:03:46.191317,-0.02768,0.01821,0.0
2025-07-08 11:03:46.292971,-0.02786,0.0134,0.0
2025-07-08 11:03:46.390445,-0.02798,0.01004,0.0
2025-07-08 11:03:46.493904,-0.02764,0.00875,0.0
2025-07-08 11:03:46.591396,-0.02807,0.00916,0.0
2025-07-08 11:03:46.694124,-0.02787,0.00985,0.0
2025-07-08 11:03:46.793015,-0.02782,0.01066,0.0
2025-07-08 11:03:46.893548,-0.02816,0.01085,0.0
2025-07-08 11:03:46.991496,-0.03238,0.01009,0.0
2025-07-08 11:03:47.093268,-0.03356,0.00758,0.0
2025-07-08 11:03:47.191067,-0.03318,0.00627,0.0
2025-07-08 11:03:47.292446,-0.03239,0.00626,0.0
2025-07-08 11:03:47.392239,-0.03225,0.00506,0.0
2025-07-08 11:03:47.493109,-0.03227,0.00394,0.0
2025-07-08 11:03:47.591061,-0.03191,0.00258,0.0
2025-07-08 11:03:47.692354,-0.03049,0.00252,0.0
2025-07-08 11:03:47.797899,-0.02928,0.00254,0.0
2025-07-08 11:03:47.893021,-0.02808,0.00246,0.0
2025-07-08 11:03:47.995115,-0.02762,0.00223,0.0
2025-07-08 11:03:48.091276,-0.02648,0.00483,0.0
2025-07-08 11:03:48.192584,-0.02571,0.00559,0.0
2025-07-08 11:03:48.291270,-0.02591,0.00575,0.0
2025-07-08 11:03:48.393308,-0.02641,0.00519,0.0
2025-07-08 11:03:48.491283,-0.02656,0.0049,0.0
2025-07-08 11:03:48.592979,-0.02668,0.00461,0.0
2025-07-08 11:03:48.691336,-0.02695,0.00408,0.0
2025-07-08 11:03:48.792829,-0.02719,0.00368,0.0
2025-07-08 11:03:48.891324,-0.02744,0.0034,0.0
2025-07-08 11:03:48.992323,-0.02771,0.0031,0.0
2025-07-08 11:03:49.092256,-0.02794,0.00294,0.0
